user_detail_name,text,text 2,text 3,text 4,text 5,resource_date_text,content_wrap,from,iplocation,user_detail_tags_text,,attraction_name
李娜哦,5分,超棒,景色5,趣味5,性价比3,2025-02-02 发布点评,带孩子去玩，特别值得一去,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
M25****3500,5分,超棒,景色5,趣味5,性价比5,2025-02-02 发布点评,小王讲解得非常好，让我们对都江堰有一个全面全新认识，赞！,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M31****3808,5分,超棒,景色5,趣味5,性价比5,2025-02-02 发布点评,非常好的体验，向大家推荐。,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
138****5528,5分,超棒,景色5,趣味5,性价比4,2025-02-02 发布点评,鱼嘴，飞沙堰，宝瓶口印象深刻,来自订单,IP属地:广东,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-02-02 发布点评,景色秀丽自然，适合徒步旅行！,来自订单,IP属地:云南,黄金贵宾,,都江堰好评
wj2950,5分,超棒,景色5,趣味3,性价比4,2025-02-02 发布点评,都江堰是非常著名的水利工程，它的建成成就了成都平原沃野千里，非常值得去现场一看，建议非节假日过来仔细的游览，节假日过来的话就晓得仓促而且人超级多,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-02-02 发布点评,不错风景秀丽,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
300****509,5分,超棒,景色5,趣味5,性价比5,2025-02-02 发布点评,导演讲的很好,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
_M13****7137,5分,超棒,景色5,趣味5,性价比5,2025-02-02 发布点评,除了人多，讲解是非常到位的，韩老师深入浅出的讲解，让孩子们了解了都江堰水利工程的伟大,来自订单,IP属地:四川,,,都江堰好评
M32****37,5分,超棒,景色5,趣味5,性价比5,2025-02-02 发布点评,值得去的地方,来自订单,IP属地:河北,铂金贵宾,,都江堰好评
M29****7682,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,值得一去，尽量避开节假日出行。,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M22****6338,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,值得去，特别好,来自订单,IP属地:四川,,,都江堰好评
288****349,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,还行还行还行还行还行还行,来自订单,IP属地:广东,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,值得一看，对古人先贤的智慧和艰苦的劳动，敬佩不已！！,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
淘咪1212,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,小傅导游讲解相当专业，知识储备很渊博，因为是本地人的缘故所以她对都江堰及周边的历史人文风情也能如数家珍般娓娓道来，尤其是非常有耐心，我家孩子特别喜欢这个小姐姐,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
_WeCh****416899,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,导游很有耐心，值得支持,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味4,性价比5,2025-02-01 发布点评,整体感觉不错，过节人太多了，过安澜桥排队1小时，人挤人。景区小吃重复太多，要的热豆花结果拿到手冰冰凉凉，如果要热的直接微波炉加热。而且不耐烦的样子,来自订单,IP属地:四川,,,都江堰好评
M42****0102,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,普通话标准，讲解到位，知识渊博，热情周到！很幸运遇上这样的导游！下次还会选择！,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
M14****677,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,好，内容丰富，非常好,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比4,2025-02-01 发布点评,值得去看看,来自订单,IP属地:湖北,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,夜景很好看,来自订单,IP属地:湖北,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,不错不错，导游讲解很细致，小孩也很感兴趣。总的来说不错，卖家可靠。值得推荐！,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
D12****595,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,中华熊猫苑风景秀丽，绿树成荫，竹林环绕，宛如天然氧吧。熊猫憨态可掬，悠闲自在，与自然和谐共处。漫步其中，既能感受大自然的宁静，又能近距离观赏国宝，是放松身心的绝佳去处。,来自订单,IP属地:云南,铂金贵宾,,都江堰好评
320****327,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,都江堰很好，值得一去！,来自订单,IP属地:四川,,,都江堰好评
M57****186,4分,满意,景色4,趣味4,性价比4,2025-02-01 发布点评,赞叹古人的智慧,来自订单,IP属地:湖北,钻石贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,挺好的，推荐去看看,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
傲天海东青,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,感谢导游的讲解，讲解很到位，导览很细致。,来自订单,IP属地:四川,,,都江堰好评
M23****4614,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,热情洋溢，讲解清晰，值得推荐！,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
M55****295,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,不错不错不错,来自订单,IP属地:湖北,铂金贵宾,,都江堰好评
M54****098,5分,超棒,景色5,趣味4,性价比5,2025-02-01 发布点评,春节出行到处都是人，不过都江堰景区挺大的，没有出现人挤人的场景，个别地点也是缓慢通行。总体来说还算是不错的景区吧，对得起5A的名头。,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M49****963,5分,超棒,景色5,趣味4,性价比4,2025-02-01 发布点评,带娃出去旅游还可以,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
快乐的老五,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,佛教圣地，金鼎,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
张久财,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,导游实在是太好了，等了我将近两个小时，全程讲解非常细致，,来自订单,IP属地:四川,,,都江堰好评
E34***20,5分,超棒,,,,2025-02-01 发布点评,在trip买票很方便，扫护照就能进园区，我们选的时间点很好没有很多人，自由行让我们饱览每一个景点，很喜欢慢慢走看风景,来自Trip.com,IP属地:未知,,,都江堰好评
M23****4334,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,很宏伟，很壮观，尤其是夜景很美，值得去看看,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,非常值得游玩。,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
Cookie麻麻黑,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,还是很不错的 人挺多 挺热闹的 尤其是蓝眼泪 真心值得一去 很宏大很震撼,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M42****0669,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,非常快，很满意了，下次回来,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M42****0669,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,很喜欢，非常喜欢,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M46****033,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,此生必再来都江堰，太喜欢了，伟大的工程杰作，是我们中华璀宝，/副流动的山水画卷。让人心旷神怡。风景如诗如画，让人陶醉不矢。,来自订单,IP属地:湖北,黄金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,真心不错。此生必来的景区，。都江堰的智慧闪耀着治水文化的光芒，它的历史见证着中华民族的伟大创造力。它不仅是文明的杰作，更是人类智慧璀灿朋诛。,来自订单,IP属地:湖北,黄金贵宾,,都江堰好评
135****3739,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,非常不错的体验,来自订单,IP属地:新疆,铂金贵宾,,都江堰好评
匿名用户,4分,满意,景色5,趣味4,性价比5,2025-02-01 发布点评,因为是春节的原因吃饭的地方关了很多家。找到一家不是很好吃。蜡肉炒青蒜店员推荐的里面的蜡肉为啥全是肥肉一端上来就看到全是白色的大肥肉一点食欲都没了。,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M23****4334,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,还是值得去看看，尤其是夜景很美,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M24****978,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,于导热情耐心的讲解深入人心，讲解幽默风趣,来自订单,IP属地:山东,,,都江堰好评
wrj20021010,5分,超棒,景色4,趣味4,性价比4,2025-01-31 发布点评,不去遗憾，去了后悔。,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M32****910,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,都江堰很漂亮，11 月去，风景优美，温度适宜，都江堰水利工程到现在都造福人类，实在是太棒了！小朋友第一次听说了都江堰都觉得很厉害。虽然那天停电没有看成演出，但是老板非常大气，直接退费，还邀请我们下午免费观看，但因为行程安排，我们下午没看到演出，下次去一定要看,来自订单,IP属地:江苏,钻石贵宾,,都江堰好评
M40****3146,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,很雄伟壮观,来自订单,IP属地:北京,,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,很好，人太多了！只看了水利工程,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,很好，非常棒，很棒。………………………………………………………………………………………………………………………………………………………,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,值得一去，可以学到很多知识,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,空气好，景色美，值得一去,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
匿名用户,4分,满意,景色4,趣味4,性价比4,2025-01-31 发布点评,都江堰风景优美，流水呈现碧蓝色，旁边紧连灌县古城，晚上比白天更热闹，灯光璀璨，传说中的蓝眼泪蜿蜒绵长，春节期间的游客很多，蓝桥上八挤人,来自订单,IP属地:浙江,铂金贵宾,,都江堰好评
虎虎爱星星,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好,来自订单,IP属地:山东,黑钻贵宾,,都江堰好评
赵鹤璇,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,6 号门进，1 号门出。 省时间路线，演出可以看一下，大概了解一下，非常值得来。,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
139****1766,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,讲解详细，服务态度好。,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
m33****8154,5分,超棒,景色4,趣味4,性价比4,2025-01-31 发布点评,方便使用的,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
高山流煊鲋音,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,挺好的，风景很美，也感叹古人的智慧。,来自订单,IP属地:湖北,铂金贵宾,,都江堰好评
M30****8568,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,必须要来享受一下山城的环境,来自订单,IP属地:福建,铂金贵宾,,都江堰好评
努力去玩、努力去生活,5分,超棒,,,,2025-01-30 发布点评,"都江堰这个地方离成都市区其实蛮近的,搭动车很快就会到了!这边有仰天窝大熊猫然后晚上还可以看蓝眼泪!都江堰这边很像商店街也可以来这里逛逛我在这买了两件外套还不错，提醒一下大家冬天来这里还蛮冷的尤其是日夜温差大所以要注意保暖",来自Trip.com,IP属地:未知,,,都江堰好评
海洋,5分,超棒,景色5,趣味5,性价比5,2025-01-30 发布点评,非常好的一次体验,来自订单,IP属地:安徽,铂金贵宾,,都江堰好评
M28****1680,5分,超棒,景色5,趣味5,性价比5,2025-01-30 发布点评,非常不错哦,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
安多弗斯,5分,超棒,景色5,趣味4,性价比4,2025-01-30 发布点评,环境景色特别好,来自订单,IP属地:重庆,黄金贵宾,,都江堰好评
安多弗斯,5分,超棒,景色5,趣味4,性价比4,2025-01-30 发布点评,环境非常好,来自订单,IP属地:重庆,黄金贵宾,,都江堰好评
匿名用户,4分,满意,景色4,趣味4,性价比3,2025-01-30 发布点评,节假日人太多了，景区管理很OK，就不知道平时如何。古人的智慧在这展现出来。,来自订单,IP属地:贵州,铂金贵宾,,都江堰好评
匿名用户,4分,满意,景色5,趣味4,性价比4,2025-01-30 发布点评,此行有收获！,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
Lijq330,5分,超棒,景色5,趣味5,性价比5,2025-01-30 发布点评,方便快捷，很满意。,来自订单,IP属地:四川,,,都江堰好评
晚风911,5分,超棒,景色4,趣味3,性价比5,2025-01-30 发布点评,司机师傅热情周到。开车平稳，路线熟悉！,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-30 发布点评,小晔讲解详细，热情的照顾每个客人。,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
galaxystar,5分,超棒,景色5,趣味5,性价比5,2025-01-30 发布点评,历史人文厚重,来自订单,IP属地:四川,黑钻贵宾,,都江堰好评
galaxystar,5分,超棒,景色5,趣味5,性价比5,2025-01-30 发布点评,导游耐心讲解，非常棒,来自订单,IP属地:四川,黑钻贵宾,,都江堰好评
血糯米团子,5分,超棒,景色5,趣味5,性价比5,2025-01-30 发布点评,讲的很好！谢谢杨导，讲的非常详细！留下来美好的记忆！,来自订单,IP属地:四川,,,都江堰好评
M55****8950,5分,超棒,景色5,趣味5,性价比5,2025-01-30 发布点评,值得一游，结合历史人文景观，体现我们祖国历史悠久，创历史科学,来自订单,IP属地:广东,黄金贵宾,,都江堰好评
M35****7568,5分,超棒,景色5,趣味5,性价比5,2025-01-29 发布点评,我们进去请了一个官方的讲解，给我们生动地讲解了李冰父子为都江堰付出的辛劳与凝结的智慧，结合实景不禁感慨古人的智慧，福泽后代2000多年,来自订单,IP属地:重庆,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-29 发布点评,冬季去的时候水估计变少了，总体体验感还是可以，但是没有想象的那么好，下回希望还是有机会再来吧，不过在灌县古城买的牛肉饼还是不错的。,来自订单,IP属地:云南,铂金贵宾,,都江堰好评
_CFT01****4742553,5分,超棒,景色5,趣味5,性价比5,2025-01-29 发布点评,值得去一趟看看,来自订单,IP属地:山东,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-29 发布点评,非常值得一去的地方，很震撼，景色也很美，游览路线也很清晰，带着孩子去玩，从玉叠阁眺望雪山，都江堰全景，景色很美。往二王庙一路过去风景都很好，下山的路很轻松，人流量也不大。山下近距离看鱼嘴，飞沙滩，宝瓶口，平坦轻松。,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-29 发布点评,杨导专业知识丰富，对景点的历史文化和背景有深入的了解，讲解细致全面，令人印象深刻，受益匪浅。同时服务周到，热情待客，为旅行增添了温馨和愉悦。满分好评。,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
206****132,5分,超棒,景色5,趣味5,性价比5,2025-01-29 发布点评,讲解认真细致，内容丰富，值得推荐！,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
???,5分,超棒,,,,2025-01-29 发布点评,真的很好。强烈推荐??,来自Trip.com,IP属地:未知,,,都江堰好评
Grass in the wind,5分,超棒,景色5,趣味5,性价比5,2025-01-29 发布点评,都江堰景区值得一去,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-29 发布点评,很好好满意,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
匿名用户,4分,满意,景色4,趣味4,性价比4,2025-01-29 发布点评,景点值得一去，二千多年前的水利工程，造福万代，后人们应该多多了解，冬季游览属于枯水期，但是还是能看到湍急的水流在此合理的分流而下。,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-29 发布点评,非常的地方。,来自订单,IP属地:广东,铂金贵宾,,都江堰好评
辣椒肥肉,5分,超棒,景色5,趣味5,性价比5,2025-01-29 发布点评,服务好，讲解到位,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
137****9814,5分,超棒,景色5,趣味5,性价比5,2025-01-29 发布点评,值得一去，下次夏天来也一定很美！,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
300****193,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,比较壮观，值得一去,来自订单,IP属地:云南,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,去了3次了，这次是为了蓝眼泪去的，上午爬青城山，中午找地儿吃个饭，下午都江堰,来自订单,IP属地:辽宁,钻石贵宾,,都江堰好评
lvjuchao,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,价格还行吧,来自订单,IP属地:广东,铂金贵宾,,都江堰好评
koeymoon,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,讲解老师非常认真，很好,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
158****9997,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,导游讲解清晰，服务很热情，满意。,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
luoxiliang,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,讲解员人很专业、很耐心,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
彼得大帝一世,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,导游很认真负责,来自订单,IP属地:浙江,黄金贵宾,,都江堰好评
M61****5589,4分,满意,景色5,趣味4,性价比4,2025-01-28 发布点评,"值得一去，登高望hp景\游收芬多精，二王R十分古阌刑厣。
唯一吐槽c，除了下坡那l古街，灌城古真的不用逛，就是l非常F代化的商I街。",来自订单,IP属地:贵州,铂金贵宾,,都江堰好评
SyP93136308,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,"??人类改变命运的杰作！
??几千年前智慧的融汇点！
??人定胜天，不屈不挠，砥砺前行的表现！
??前人尚且如此，我们还有困难吗？
??路虽远，行则将至！",,IP属地:甘肃,铂金贵宾,,都江堰好评
_WeCh****943135,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,讲解很nice,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
M43****0247,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,伟大的工程,来自订单,IP属地:宁夏,铂金贵宾,,都江堰好评
M27****918,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,没啥事可以去看看，还行,来自订单,IP属地:贵州,铂金贵宾,,都江堰好评
kawaiizip,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,"物有所值
值得一游
必打卡
不请导游讲解真的差太多
导游讲解提前一天就有通知，讲解时很详细知道很多，也有互动
孩子听得可认真了！五星好评！",来自订单,IP属地:四川,,,都江堰好评
M45****1845,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,环境幽静，还可以见识古人智慧，游客比较多，最好淡季来,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M38****10,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,讲解非常细致，大赞！不请导游就不要来都江堰，景色宜人！,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
M35****7568,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,缔造天府之国的源泉，值得一去。如果对原理构造很了解的话，可以自行前往。一知半解建议找个讲解，很值,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,有些无聊，没意思,来自订单,IP属地:福建,铂金贵宾,,都江堰好评
markzhang1206,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,中国人水利工程枢纽的壮举。,来自订单,IP属地:浙江,钻石贵宾,,都江堰好评
320****611,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,认真负责讲解精准全程跟随,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,非常值得去看,来自订单,IP属地:河南,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,小雨时看水特别美。,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
荃烁国际,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,景色很美。山下下雨，山上??,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-26 发布点评,古人的智慧??????????,来自订单,IP属地:北京,铂金贵宾,,都江堰好评
杨一男,5分,超棒,景色5,趣味5,性价比5,2025-01-26 发布点评,很少评价，今天要给我们的导游杨老师点赞??报了一个私人团，预期目标就是给孩子讲一讲都江堰的原理，本来期望并不大，没想到杨老师讲得如此精彩！9岁的孩子听得意犹未尽，从春秋战国时期的历史着手讲起，把所有的历史都串起来了，并且还结合了中小学课本中的涉及相关内容，讲得清清楚楚明明白白！佩服杨老师的知识渊博，以及对孩子耐心引导和积极鼓励！另外，讲解过程中主动为我们拍照打卡，特别感谢！听讲解一定要找杨老师！,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-26 发布点评,很愉快的一次旅行,来自订单,IP属地:广西,铂金贵宾,,都江堰好评
旅行人在路上～,5分,超棒,景色5,趣味5,性价比5,2025-01-26 发布点评,好 很好 非常好,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
M20****745,5分,超棒,景色5,趣味5,性价比5,2025-01-26 发布点评,大国工程，造福万代！,来自订单,IP属地:云南,,,都江堰好评
_M13****3069,5分,超棒,景色5,趣味5,性价比5,2025-01-26 发布点评,小王讲解专业，服务一流,来自订单,IP属地:四川,,,都江堰好评
136****5743,5分,超棒,景色5,趣味5,性价比5,2025-01-26 发布点评,讲解员很热情，体验感很好,来自订单,IP属地:广东,黄金贵宾,,都江堰好评
M21****267,5分,超棒,景色5,趣味5,性价比5,2025-01-26 发布点评,很不错的体验，学到很多知识，一定要请谅解,来自订单,IP属地:天津,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,环境很好，空气也很不错，这个水利工程非常的壮观，里面的人也很多，很热闹，不愧是5a级景区，旁边还有一个古城，也可以游玩，风景很不错，欢迎大家来这里,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,"?? 酒店环境：
酒店外观设计现代大气，大堂装修精致典雅，营造出一种高端舒适的氛围。房间内部布局合理，空间宽敞明亮，干净整洁，设施齐全且维护良好。床品柔软舒适，让我在疲惫的旅途中能够迅速进入甜美的梦乡。卫生间干湿分离，淋浴喷头水压稳定，热水供应充足，洗浴用品品质也不错，细节之处尽显品质。
 
???♂? 服务态度：
从办理入住到退房离开，酒店的每一位工作人员都热情友好、专业高效。前台工作人员耐心解答我的问题，并提供了许多有用的旅行建议；客房服务人员响应迅速，及时满足我的各种需求；餐厅服务员态度亲切，服务周到，让我在用餐过程中感受到了家一般的温暖。",来自订单,IP属地:安徽,铂金贵宾,,都江堰好评
M44****272,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,好看，景色绝美,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
M18****329,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,非常不错，讲解全面，行程合理。,来自订单,IP属地:山东,铂金贵宾,,都江堰好评
320****817,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,伟大的水利工程，震撼,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M55****971,4分,满意,景色4,趣味4,性价比4,2025-01-25 发布点评,值得去，就是我去下雨,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
_m13****9339,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,留下难忘的回忆,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,非常好的导游 讲解很到位 很满意 值得推荐,来自订单,IP属地:四川,,,都江堰好评
匿名用户,5分,超棒,,,,2025-01-25 发布点评,景色优美，下午进入悠游漫步，走到晚上刚好看夜景,来自Trip.com,IP属地:未知,,,都江堰好评
tonyQ,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,带着父母、亲子出游，可以说总体评价超乎预期。提前几天平台和导游就进行了联系，导游小杨非常热情、心美人善，讲解的景点也非常之详细、专业，有问必答；同时对小朋友也非常耐心、友善，以后会推荐朋友过来，点赞??,来自订单,IP属地:四川,,,都江堰好评
M31****7201,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,环境优美，服务至上,来自订单,IP属地:山西,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,很满意很漂亮很喜欢！,来自订单,IP属地:广东,铂金贵宾,,都江堰好评
