user_detail_name,user_detail_tags_text,text,text 2,text 3,text 4,text 5,content_wrap,from,iplocation,,,attraction_name
ammbmh1,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,时间定错了没去成，没有自动退款,来自订单,IP属地:四川,,,都江堰差评
匿名用户,铂金贵宾,1分,不佳,景色4,趣味2,性价比1,服务差的了得，走马观花都说不上，大雷，根本不到2.5小时，不如自己看介绍，避坑,来自订单,IP属地:四川,,,都江堰差评
唐德卡门,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,过个桥排队一小时，停车简直难比登天,来自订单,IP属地:陕西,,,都江堰差评
唐德卡门,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,过＆桥排队一小时，停车简直不可能,来自订单,IP属地:陕西,,,都江堰差评
匿名用户,,1分,不佳,景色4,趣味4,性价比1,景点很有教育意义，但导游素质不行，请注意耳麦10元一人，我们有10人，带我们的导游收了20一人，也提醒其他订的人注意，订单的备注和包含内容,来自订单,IP属地:云南,,,都江堰差评
M25****2493,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,真垃圾……堵车2个小时，景区过桥排队又两个小时，里面啥都没有……,来自订单,IP属地:四川,,,都江堰差评
M25****2493,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,堵车一小时，排队2小时,来自订单,IP属地:四川,,,都江堰差评
300****256,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,交通混乱，路窄，路况也不好，服务也很差，没有残疾人设施，标识也不清楚，游客没走完八路六封了，不管老孙病弱都要走索桥，这种管理方式，早晚会出事,来自订单,IP属地:四川,,,都江堰差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,交通混乱，路窄，路况也不好，服务也很差，没有残疾人设施，标识也不清楚，游客没走完八路六封了，不管老孙病弱都要走索桥，这种管理方式，早晚会出事,来自订单,IP属地:四川,,,都江堰差评
M15****234,钻石贵宾,2分,一般,景色5,趣味4,性价比3,景区和讲解都很不错，赶上春节假期，标注的2.5小时讲解缩短为2小时也可以理解，但不明白为什么已经花了大价钱包团讲解，还要收每人10元的耳机租赁费,来自订单,IP属地:四川,,,都江堰差评
M51****6352,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,"体验感极差！
首先：景区门口无法停车，我订的是秦堰楼入口（我记得好像是，因为我也没进去，忘记了）门口只有寥寥二三十个停车位，根本无法停车！
其次：如果停车位不足，或者无法停车，请园区管理想想，是不是可以在景区下面设停车场，通过大巴摆渡车将游客送往？如果园区对无法停车的解决办法是给游客限时两个小时来解决，我只能说，很佩服景区管理的智商！
最后：本次旅游给我的感官让我对***这个地方非常失望以及绝望，甚至有点愤怒，令我对贵方****的能力产生极大的不信任感。
个人觉得：在其位谋其政，管理职位的人员不是只长了两只眼睛，一张嘴巴的无能之辈能胜任的！如果不能解决景区的痛处，不能妥善的管理，敬请阁下退去职位，以游客身份去自己尝试一下自己造的孽！谢谢阁下",来自订单,IP属地:四川,,,都江堰差评
M47****4216,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,垃圾 非常垃圾  非常不推荐,来自订单,IP属地:四川,,,都江堰差评
M47****4216,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,非常差 都是排队 物价贵的很 没看点 门票贵,来自订单,IP属地:四川,,,都江堰差评
_WeCh****949823,,2分,一般,景色5,趣味3,性价比2,"景点值得去，导游就不建议了哦。
首先，我约的10点半，9点多导游都还没联系我，可想而知其他家庭也没联系。就导致了有家庭的迟到。以至于入园讲解延迟到11点才正式开始；
其次，在讲解的过程中，野史偏多，实用性不强，都江堰的介绍也很勉强（我妈说跟牌子上写的差不多），导游硬讲了很多乱七八糟的人物故事，个人觉得跟都江堰几乎无关；
再就是，中间讲解的过程中也一直在等人，有家庭带小朋友去买吃的，导游硬说她们走错了，一会就回来，让大部队在桥上等了近20分钟，期间很多人都问回来没有，能走了吗，导游依然不为所动，一定要等最后一家回来才开始桥上的讲解并带着往下走………我觉得大概是不愿意多费一遍口舌吧。到最里面解散的时候已经1点多了，完全从景区出来已经2点+，还是飞奔快走的情况下。直接将我下一程熊猫谷的时间大大压缩。也间接导致我差点赶不上回去的车。
总而言之言而总之，个人认为导游可以提前2个小时以上联系游客，提醒大家不要迟到，旅途中可以强调擅自离队，错过了讲解自己负责，离队后可以找其他地方汇合，减少大家等待的时间。另外增加讲解的知识性和实用性，就算是拼团也不是拼个摆设。",来自订单,IP属地:四川,,,都江堰差评
_QTJD****11135,铂金贵宾,1分,不佳,景色1,趣味1,性价比2,差评是给携程的，订个票竟然买了9元保险，9元不多，但明显诱导购买，最后是可以选择退，但最讨厌这种默认勾选，诱导强卖的行为。恶心！！！！！！就算9分钱都是恶心。,来自订单,IP属地:四川,,,都江堰差评
M28****344,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,不推荐去，没啥看头，还不如外面看看,来自订单,IP属地:上海,,,都江堰差评
Kajiurasakurahio,钻石贵宾,2分,一般,景色2,趣味2,性价比2,去了成都十多次，都江堰景区是第一次来。之前一直没什么兴趣，抱着来都来了的看法，就在携程买了票。从离堆公园高铁站，花了10块钱到秦晏楼最高点进入。走了走，没什么意思，我也没花28块钱在现场找解说。水利工程是伟大的，不过我就当遛弯了。我觉得可以按照淡季旺季来定门票的价格。,,IP属地:北京,,,都江堰差评
M42****9040,黄金贵宾,1分,不佳,景色2,趣味2,性价比1,管理很差，服务很差！,来自订单,IP属地:四川,,,都江堰差评
M48****0943,铂金贵宾,2分,一般,景色5,趣味3,性价比1,很震撼，但并不值得，无需进入景点，南桥就超美的,来自订单,IP属地:四川,,,都江堰差评
M33****4358,黄金贵宾,1分,不佳,景色5,趣味4,性价比2,都江堰景色不错，讲一下景区内不愉快经历。我购买的讲解服务，首先肯定都江堰本地小妹讲解不错，只是最后涉及金钱的不厚道还是让人有些失望。首先是景区内景观车，讲解小妹最开始居然说来回需要30，我之前看过价格，所以我反驳了，最后她是按15一人收取的，这也是景区内明码标价的，至于她究竟付款给景区内没有，我不确定，因为看得出来她跟景区内司机是认识的，而且付款时我看不到付款的两步动作，貌似密码都不输。然后就是耳机问题，小妹说耳机她是五元一位租的，然后要我们付款10块一个耳机……去过不少地方，请过不少讲解，此例是头一遭，钱不多，但影响性质恶劣，或许游击队和正规军差距在此吧，说自毁前程或许是过了，目光短浅还是可以适用，请后来者注意吧。,来自订单,IP属地:四川,,,都江堰差评
M49****7065,,1分,不佳,景色1,趣味1,性价比1,总体来说，差到极致,来自订单,IP属地:四川,,,都江堰差评
M47****3319,,1分,不佳,景色1,趣味1,性价比1,本来不想打一星的，那天本来就下雨，住的名宿也跟预期的不一样，打出租车一个二个都拽得跟二五八万似的，我以为出租车行业都这个样子心想就算了，可能全国出租车都一个样，可是进了都江堰景区，我和媳妇都是外地人，有段路不知道咋走，就问了下收门票咨询处的***，那个*********，凶我们就像凶儿子一样，回去的时候不敢打出租，就打了一辆滴滴，这**不得了咯，以为我们是外地人，听不懂他讲话，一个劲的在电话里抱怨我们是一口价，这就是都江堰的待客之道？都说一颗***坏了一锅粥，我就纳闷了，难道***都被我们遇见了？,来自订单,IP属地:贵州,,,都江堰差评
133****5258,铂金贵宾,1分,不佳,景色2,趣味2,性价比1,景点大门进去就是一百米左右距离正规导游和野导游的轮流询问要不要讲解。你们景区就不能把导游安排在一个地方么。,来自订单,IP属地:四川,,,都江堰差评
匿名用户,,2分,一般,景色5,趣味2,性价比2,预定的是2.5小时的讲解，实际讲解时间不足2小时，且很无聊，趣味性不好，不要选择携程讲解。,来自订单,IP属地:四川,,,都江堰差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,由于堵车不能再闭园前到达，6点闭园，我3点申请的退票。客服联系无果，让我自己沟通。我在你这个平台买的票，为什么让我自己去和景区联系？当时客服回复是只要没核销使用，就可以退。我3点多就开始申请退，也没有使用。到现在都没有给我退，还是让我自己联系景区。非常无语。如果这样的话，在你这个平台买票等都没有售后的保障。,来自订单,IP属地:河北,,,都江堰差评
M25****1783,铂金贵宾,2分,一般,景色2,趣味1,性价比1,和我想象的不太一样吧 感觉水很小 没有那么壮观 总体的话 一般般 不抱希望,来自订单,IP属地:广西,,,都江堰差评
_WeCh****10033,铂金贵宾,2分,一般,景色5,趣味3,性价比2,导游请的最失败的一次，全程也没介绍什么，一直在联系掉队的队员。不知道是因为这个景点可介绍的确实太少还是怎样，感觉很业余。,来自订单,IP属地:广东,,,都江堰差评
长顺骆统,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,人很多也很差，建议大节大假不要去，真是很坑,来自订单,IP属地:四川,,,都江堰差评
_WeCh****059588,铂金贵宾,1分,不佳,景色4,趣味4,性价比1,订单通知，在 P4停车场，从景区出口走到停车场将近20分钟，好不容易赶到了，门口保安说车子在P2停车场，这个时候临近发车还有5分钟，再从P4赶到P2将近要10分钟，这个是在逗我玩吗？？？调整停车场不应该事先通知吗？？？本来一天玩下来就已经很累了，还要如此赶路，真的火气很大，本来开开心心出来玩，遇到这种情况，如果回不了成都，损失有你们承担吗？？？,来自订单,IP属地:安徽,,,都江堰差评
_WeCh****631119,黄金贵宾,1分,不佳,景色5,趣味1,性价比1,临时在携程上找的都江堰讲解导览导游，以为携程能提供一层保障，没想到体验不尽人意。讲解并不详细，讲解内容就像在背课文完成任务，只是为了赚钱，一丝丝传扬都江堰文化的感觉都没有，跟上次朋友介绍的价格相同的导游讲解功底相差太大，预订了1.5小时讲解的到鱼嘴结束，实际时间满打满算1小时10分钟。在秦堰楼上蹭的导游讲的真好，真是天差地别。劝大家谨慎下单，一个原因是想看携程上的导览讲解评价都看不到，其他平台的用户评价显而易见，可以让我们从中选优。另一个原因是付过的讲解费不包含耳机，额外付费15块钱/人，这个价格算下来对标隔壁平台大咖讲解了，不戴耳机就根本听不到讲解，避雷避雷,来自订单,IP属地:四川,,,都江堰差评
隼王-晓明,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,整个下来有上当的感觉，景点没有特色，没有亮点，没有想拍照的景点！20多年在走下坡路！,来自订单,IP属地:江西,,,都江堰差评
日常吃喝,黄金贵宾,2分,一般,景色2,趣味2,性价比2,不建议去都江堰,来自订单,IP属地:广东,,,都江堰差评
M47****8322,铂金贵宾,1分,不佳,景色3,趣味1,性价比1,环境优美但景区管理太差了，建议大家想看选人少的时候来,来自订单,IP属地:内蒙古,,,都江堰差评
M52****9697,铂金贵宾,2分,一般,景色4,趣味1,性价比2,国庆七天假来旅游，广汉三星堆逛完后直接找大巴来到了都江堰，到了广场处感觉比三星堆的人还多，密密麻麻都是人，检票处人太多这也就算了，还没有绿色通道，这点差评，这票价也很不值，太贵了，里面也没什么好看的，风景感觉也就那样，一点也不好耍，下次不想来了，也不推荐来这,来自订单,IP属地:四川,,,都江堰差评
M32****697,黄金贵宾,2分,一般,景色2,趣味1,性价比1,景区居然没有信号，而且人巨多，人员分流管理这块一塌糊涂,来自订单,IP属地:四川,,,都江堰差评
M17****803,铂金贵宾,1分,不佳,景色5,趣味1,性价比1,导游太敷衍了。,来自订单,IP属地:四川,,,都江堰差评
M59****7853,,1分,不佳,景色4,趣味1,性价比1,体验感不好。车还不让到售票口自己走上去，保安还跟吵架似的,来自订单,IP属地:四川,,,都江堰差评
M49****588,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,景区真的很差，路标真是看不懂,来自订单,IP属地:四川,,,都江堰差评
M28****0701,铂金贵宾,2分,一般,景色4,趣味3,性价比3,"过去景点不方便
另外坐缆车花费2.5小时，太耗时间了。",来自订单,IP属地:四川,,,都江堰差评
zhangrui041104,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,平台上定的时候说60岁以上老人免费，到了景区就变成65岁以上了，订的时候系统也不提示，然后在检票口各种等，补票，服务态度一点都不好,来自订单,IP属地:四川,,,都江堰差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,订的贵宾区结果位置被人占了，商家没安排只给了个塑料椅子坐最后排，花198结果只提供不到二十的服务,来自订单,IP属地:四川,,,都江堰差评
有腹肌的草莓熊,,1分,不佳,景色1,趣味1,性价比1,人特别多，下雨排队进景区也没有遮阳棚，居然国庆期间闸口还有坏的，不知道提前去修吗？也不知道扩建一下，所有人都堵着排队进去，很让人失望，安澜索桥要排一个小时，下次不会再来了,来自订单,IP属地:四川,,,都江堰差评
M55****749,,1分,不佳,景色1,趣味1,性价比1,反正是很垃圾，最好在景区买，携程就是垃圾,来自订单,IP属地:四川,,,都江堰差评
M42****335,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,laji服务，提前联系不到，联系电话业没有，走的也快，耳机换了2个还是效果差。糟心的,来自订单,IP属地:四川,,,都江堰差评
匿名用户,铂金贵宾,1分,不佳,景色3,趣味1,性价比1,人太多，本来两个半小时的，只有一个半小时结束，过节真没有看到什么，只有人多。不满意,来自订单,IP属地:四川,,,都江堰差评
300****716,铂金贵宾,1分,不佳,景色1,趣味2,性价比2,服务太差,来自订单,IP属地:河北,,,都江堰差评
_CFT0****1208,铂金贵宾,2分,一般,景色4,趣味4,性价比1,没有联系到我们 也没有及时在线上联系 打电话反映情况 全程强调是我们订票的问题 我也承认了我们的电话留错的问题 但是平台不及时联系我们就没有错了吗 客服也挺搞笑的  只能说是没情商 有这样的员工也是你们的福气  反馈是想大家好好解决问题 不是一直推卸责任 一直在说是我们的问题 我们留错电话 前一晚八点之前下单 一直到晚上11点之前都没有在平台联系我们，第二天10:21才给我们发消息 我请问呢 你们携程就是这样处理订单的吗？ 现在只想投诉刚刚来电话的客服，不会办事就好好学习 什么态度？,来自订单,IP属地:四川,,,都江堰差评
_WeCh****500937,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,服务内容表述不清，从哪到哪没有明确表示，坑人,来自订单,IP属地:四川,,,都江堰差评
名品汇『高端潮奢馆』,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,就是一个水利工程，网上宣传有些夸张不实,来自订单,IP属地:广东,,,都江堰差评
匿名用户,铂金贵宾,2分,一般,景色4,趣味2,性价比1,导游讲解很一般，讲解时长也不够,来自订单,IP属地:北京,,,都江堰差评
182****3290,黄金贵宾,2分,一般,景色1,趣味2,性价比2,一是景区门票偏贵，每人80元，不值这个钱，美景应有中华儿女共享。二是景区文物原貌被破坏，岷江鱼嘴左侧有现代化的拦水大坝，让都江堰的功能大打折扣，飞沙堰左侧鱼嘴分水堤修了暗渠，让内江外江联通。但是让导游没法讲了。??????,来自订单,IP属地:陕西,,,都江堰差评
M43****2157,钻石贵宾,2分,一般,景色5,趣味1,性价比1,一条河，什么都没有,来自订单,IP属地:四川,,,都江堰差评
M28****4865,铂金贵宾,1分,不佳,景色2,趣味3,性价比4,景点一般化 不咋滴,来自订单,IP属地:山东,,,都江堰差评
fisherman_zy,铂金贵宾,1分,不佳,景色3,趣味3,性价比1,"大学生票不能在线退，还必须现场窗口退，这规定及其不合理。
我的出游计划有变，咋可能专门跑去现场窗口退？？？",来自订单,IP属地:四川,,,都江堰差评
匿名用户,铂金贵宾,2分,一般,景色2,趣味2,性价比2,导游很不耐烦，影响旅游心情，我们选的一小时讲解，总说接这种单没法讲，推荐坐电瓶车，说到时间讲不完就走，实际到了鱼嘴，讲完还不到一小时。差评。影响心情。,来自订单,IP属地:山东,,,都江堰差评
M31****0918,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,上海身份证不但用不了这个票，还不给退，也没收到挂件,来自订单,IP属地:上海,,,都江堰差评
M30****965,铂金贵宾,1分,不佳,景色3,趣味1,性价比1,"景区可以去，但是这个所谓的金牌讲解非常水，2.5小时最多只讲了1.5小时不到的干货，旅游旺季连默默排队进门半小时和当天都江堰改出口，讲解完后走出去的半个多小时全部计入讲解时长，这就很坑了！带孩子这么多年出去旅游，请过N次私家团的讲解，这是唯一一个这么来计算时长的，而且我们问了夜观“蓝眼泪”的情况，都没有提醒我们南桥在晚上是不开灯的……结果等到晚上8:30也只看到两岸的灯光，导致回成都都已经接近5午夜，体验感极差。
后面的朋友请千万避坑，千万不要拍这个项目。讲解的水平也很初级，我们家初中的小朋友对都江堰历史方面知识储备已经高于了讲解，跟小*书上请的三星堆讲解相比就是天壤之别。",来自订单,IP属地:广东,,,都江堰差评
维维豆奶超,铂金贵宾,2分,一般,景色2,趣味2,性价比2,凉快还可以，爬到山顶发现只能买电梯票才能上去，太**了，都没有在山下提醒,来自订单,IP属地:四川,,,都江堰差评
M61****9510,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,景色  服务 导游很好\,来自订单,IP属地:四川,,,都江堰差评
M22****1424,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,客服欺骗我，我要曝光，去蓝眼泪根本不要门票的,来自订单,IP属地:安徽,,,都江堰差评
匿名用户,,2分,一般,景色3,趣味3,性价比2,我们的服务态度好！但环境堪忧,来自订单,IP属地:四川,,,都江堰差评
匿名用户,,1分,不佳,景色1,趣味1,性价比1,学生票为什么不退，还有这样的霸王要求,来自订单,IP属地:四川,,,都江堰差评
_WeCh****91155,,1分,不佳,景色3,趣味1,性价比1,不想再去的景点，管理很乱，尤其那个离堆公园车站，秩序乱得很，没人管秩序，排队，乱插队，体验感不佳,来自订单,IP属地:四川,,,都江堰差评
公主爱英超,铂金贵宾,2分,一般,景色5,趣味5,性价比1,别的网有优惠价便宜30，呜呜呜，不合适了。都江堰还是很美丽的。,来自订单,IP属地:四川,,,都江堰差评
M30****2358,黄金贵宾,1分,不佳,景色3,趣味1,性价比1,"不知道哪里找的讲解，内容乏味可陈。讲解设备另外租赁，且质量差劲，听不清楚。
都江堰我去过3次，2次请了讲解，这次的讲解知识明显缺乏，感受不到专业。哪里找的人哦",来自订单,IP属地:四川,,,都江堰差评
134****8666,铂金贵宾,1分,不佳,景色5,趣味5,性价比1,"景点本身没有问题。
对讲解感受非常不好，首先是几乎没有什么讲解内容，到一个景点告诉大家这是什么什么，可以拍照了??只是带着走了一圈而已。
其次是讲解结束以后贴心推荐“自家表姐开的”景区外饭店，说是很近，饭后还可以车送到秦晏阁观景10分钟以后再送回景区大门口。其实要坐车走好久，饭店是纯景区高价那种。我们三人点了一条鱼，一个青菜，花了600+。回程时饭店老板和司机都表示说秦晏阁只进不出，去不了的（其实就是不愿意等，后来导游解释说是可以的之类的，已经没心情去了，也不愿意和司机掰扯了）
给大家发一张饭店的*团评价，当时16年的鱼最便宜的是98一斤，现在最便宜的是198和298！",来自订单,IP属地:辽宁,,,都江堰差评
匿名用户,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,非常差，不会再来，1点半到的，订了三间房，2点提供了一间，说其余两间在打扫。中间催促了无数次，直至下午四点半仍未打扫完毕，导致老人小孩无处休息，一直等待。,来自订单,IP属地:广东,,,都江堰差评
匿名用户,,2分,一般,景色2,趣味2,性价比2,不好玩，没什么景色,来自订单,IP属地:四川,,,都江堰差评
匿名用户,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,为了省高速费，有高速不走，走的不知道是乡道还是省道，一个半小时的车程硬是开了两个小时，产品介绍也有意省去车程时间，有欺诈嫌疑，不要购买，避免上当入坑！,来自订单,IP属地:四川,,,都江堰差评
_CFT01****5307824,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,景区脏乱差，不会再去了,来自订单,IP属地:河南,,,都江堰差评
138****4655,铂金贵宾,2分,一般,景色4,趣味4,性价比2,讲解缺乏内容故事性、系统性和趣味性，2.5小时讲解仅从景区大门到鱼嘴，讲解深度严重不足,来自订单,IP属地:四川,,,都江堰差评
M48****0894,铂金贵宾,1分,不佳,景色2,趣味2,性价比1,人多，熊猫难得看不见，不建议暑假去,来自订单,IP属地:湖北,,,都江堰差评
M29****1351,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,没有什么景点像个镇里公园又太商业化门票和物价都太贵.. 不值的去,来自订单,IP属地:菲律宾,,,都江堰差评
wdlin1107,铂金贵宾,1分,不佳,景色3,趣味2,性价比1,不能走回头路，所有工作人员都是引导直接出园，就为了工作人员赶着下班，非常差的体验，希望广大旅游爱好者赶紧避雷。出口交通简直太差了，人车共行险象环生，也没有人管也没有人疏导。绝对不会再来，留下印象简直无法形容。太乱了~工作人员服务太差了，避雷~~避雷~~~当地文旅也应该做出相应措施好好管管了~~印象分值有待提高??????????,来自订单,IP属地:四川,,,都江堰差评
M43****1635,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,废，贵，烂，热,来自订单,IP属地:吉林,,,都江堰差评
乖乖小媚,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,人多管理乱没有什么景色，还是看个纪录片吧不值得一去。,来自订单,IP属地:浙江,,,都江堰差评
匿名用户,铂金贵宾,1分,不佳,景色3,趣味1,性价比1,管理太混乱，鲤鱼沱大桥因为修有轨电车活生生变成瓶颈，结果电车也不到景区门口，所以电车上基本没人，大部分人还是靠开车，这个设计不知道是怎么想的，进来的路糟糕得要死，人行道都没有，走在路边胆战心惊的，结果到了里面两座钢索桥成了瓶颈，半个小时都过不去，上山下山各种路标缺失，再加上道路设计反人类，导致想出去的人出不去，进来的人又进不来，还号称景区接待能力6万人，真不知道怎么想的，白白瞎了这么好的一个景区，只顾着各种收钱，就没有想过提升下旅游体验，收钱没问题，但是不能牺牲体验呀，哎，李冰父子要是知道这么拉垮的也该气晕了。,来自订单,IP属地:四川,,,都江堰差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,差，实在是差，演员不专业，演出时在台上互相讲话嬉笑，对观众不尊重，实际演出和官网介绍不一致，压痕没看到威亚的部分，也不会推荐给身边朋友！,来自订单,IP属地:湖南,,,都江堰差评
匿名用户,铂金贵宾,1分,不佳,景色2,趣味2,性价比1,没有任何服务，再不来了,来自订单,IP属地:贵州,,,都江堰差评
匿名用户,铂金贵宾,1分,不佳,景色2,趣味1,性价比1,不值得去游览,来自订单,IP属地:四川,,,都江堰差评
M31****8073,铂金贵宾,1分,不佳,景色4,趣味1,性价比1,景区的导游特别差，明码标价一个导游300元，但是他们不执行，愣是要每个游客40元，所有导游都去拉客，然后集中起来让一个导游带队，马马虎虎应付一程，纯粹为了利益。,来自订单,IP属地:江苏,,,都江堰差评
320****942,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,非常非常差的一次体验，在携程买了两个大人的和一个孩子的票，竟然被分到了两家旅游公司，其中一家旅游公司来电话说，我们只有孩子的订单，成人的订单我们没有不能单独接待孩子，让去找携程处理，另一家旅游公司来电话，只有两个成人的订单，没有孩子的订单。弄得很乱，携程客服迟迟也无法回复，2点就要入园了，客服回复2点才能给处理，这不是闹着玩吗？这次体验太差,来自订单,IP属地:辽宁,,,都江堰差评
zqw715,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,这是近几年租到的最差导游，说话吐词都不清，找个小孩来介绍。携程的平台真要换换了！,来自订单,IP属地:河南,,,都江堰差评
匿名用户,黄金贵宾,1分,不佳,景色2,趣味2,性价比1,这个剧场应该是我去看过舞台剧服务比较差的，其他看过的自己可以对比一下，没必要在这里看，vip票更没必要买，空间很小，除非你排到中间前排的票，不然哪个位置都差不多，全被挡住，小朋友更看不到，体验感差。,来自订单,IP属地:四川,,,都江堰差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,没什么。记忆点,来自订单,IP属地:四川,,,都江堰差评
匿名用户,,1分,不佳,景色1,趣味1,性价比1,解说根本没有2.5小时，也就连走再说1小时。80元一位的讲解一点都不值，希望以后购买讲解的不要上当受骗。,来自订单,IP属地:四川,,,都江堰差评
上善若水荀文若,铂金贵宾,1分,不佳,景色5,趣味1,性价比1,川剧变脸真不错，其他表演催眠,来自订单,IP属地:四川,,,都江堰差评
M43****1635,铂金贵宾,1分,不佳,景色2,趣味1,性价比1,太破太贵坑人,来自订单,IP属地:四川,,,都江堰差评
杰格德尔布尔易牙,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,我最开始还以为是和拜水都江堰差不多的表演，结果大失所望，就在茶馆里面跑跑龙套，真没看头，不推荐这个，还是期待之前的拜水都江堰重新开放,来自订单,IP属地:重庆,,,都江堰差评
M25****374,钻石贵宾,1分,不佳,景色3,趣味3,性价比1,摆渡车并未告知付费，体验非常差，等待25分钟，坐车很短，导致时间拖长。,来自订单,IP属地:上海,,,都江堰差评
_WeCh****18648,钻石贵宾,2分,一般,景色5,趣味2,性价比2,感觉过程非常凑付，讲的也很一般，只是到景点简单说说，更别说什么趣味性了，耳机质量也很差，听不清楚,来自订单,IP属地:四川,,,都江堰差评
M31****341,,2分,一般,景色4,趣味3,性价比1,平台下单包团讲解，到了景区导游说，旅游公司服务包不含耳麦，喊加钱，第一次遇斗这种服务包，牛*,来自订单,IP属地:四川,,,都江堰差评
_WeCh****831304,黄金贵宾,1分,不佳,景色5,趣味5,性价比1,景区很大，看的内容很多。很漂亮，有历史气息。但是，周边环境太差了，是真的太差了！收这么多钱**干啥去了，停车的地方，住宿的地方，人行的地方。完全匹配不上都江堰这个世界文明的景区，南桥的那家餐厅，脏乱差凶贵，我们一家人进去以为进了黑店，外地的不敢说。丢脸啊，整个都江堰的脸都被丢尽了！望政府的行为起来。发挥都江堰的强大名片效应！绝对真实感受！,来自订单,IP属地:四川,,,都江堰差评
M25****1260,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,身体够高，年龄8岁，强行收取门票，四川的景区一个通病，掉进钱眼里了。,来自订单,IP属地:山东,,,都江堰差评
追梦人19840909,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,风景不错，但是宰客厉害！千万不要听景区导游的，把我们带到一家农家乐去吃饭，2大1小3个人吃了条鱼，花了700多！真的是坑人！,来自订单,IP属地:陕西,,,都江堰差评
